# FINAL TIMESERIES OF TrES-3 b
# BJD_TDB,Orbital Phase,Flux,Uncertainty,Model,Airmass
2457862.836124663, 0.0069265605063995594, 0.9749194073461444, 0.01778461791692008, 0.9721518835454792, 0.9832963922760719
2457862.838217134, 0.008528530505748533, 0.9598300095034982, 0.01778395198106932, 0.9742198989385554, 0.9848403404446384
2457862.8402870237, 0.010113212176776909, 0.9858904798455943, 0.017783315451788115, 0.976673327475272, 0.9863184307158191
2457862.8423684994, 0.011706764035806727, 0.9729644287137214, 0.017782690161745468, 0.9794967106659103, 0.9877726338328777
2457862.8444613875, 0.013309053106666524, 0.9849454545137094, 0.017782079169763255, 0.9826158554167974, 0.9891957052670877
2457862.846544159, 0.014903597117668088, 0.9837639717867678, 0.01778149007174635, 0.9858941774762818, 0.990569770791403
2457862.8486251254, 0.016496758960795332, 0.990436999083696, 0.017780916228895376, 0.9892152553826846, 0.9919101328019674
2457862.8507058946, 0.018089770002526928, 0.9921798313469623, 0.017780360033666558, 0.9924336091741457, 0.9932110463230431
2457862.852787347, 0.01968330403633267, 1.0161470910865558, 0.017779821777388755, 0.9953772866387641, 0.9944716648336578
2457862.8548682905, 0.021276448410740334, 0.9982003659252007, 0.01777929644813102, 0.9978396535817164, 0.9957035874233993
2457862.856961803, 0.022879215554109655, 0.9915994638630639, 0.01777878295582138, 0.9995559126372033, 0.9969092619039879
2457862.8590432326, 0.024472732119195872, 1.000068996887465, 0.017778286889476514, 1.0, 0.9980754399626774
2457862.8611243377, 0.026066000200658523, 1.0127057649302578, 0.017777805197211317, 1.0, 0.9992091633473386
2457862.863205848, 0.027659578441020016, 1.0271266264919923, 0.01777733746105269, 1.0, 1.0003113010906908
2457862.86528693, 0.029252829053763085, 1.0064312037331882, 0.01777688478613484, 1.0, 1.0013791349029233
2457862.867368347, 0.03084633599322828, 0.9864004374112251, 0.017776443008198046, 1.0, 1.0024223887039967
2457862.8694618484, 0.03244909458049006, 1.0174414876610223, 0.01777601195766444, 1.0, 1.0034413824909114
2457862.8715551184, 0.03405167598502462, 1.0041791614407287, 0.017775593535747834, 1.0, 1.0044315369335106
2457862.873624996, 0.03563634838693647, 1.0142191316957125, 0.017775191410727666, 1.0, 1.0053840690549576
2457862.8757065176, 0.03722993553990994, 0.9894121341287703, 0.017774799068127848, 1.0, 1.0063143205163043
2457862.8777876915, 0.03882325638403589, 0.9853414755353671, 0.017774420154557016, 1.0, 1.0072135680603806
2457862.8798690746, 0.040416737298673955, 0.9938127873133668, 0.01777404993322544, 1.0, 1.008092981623718
2457862.881961696, 0.04201882209246588, 0.9934409439995215, 0.017773689531147083, 1.0, 1.0089498259677478
2457862.8840432405, 0.04361242671415899, 0.9828731435927409, 0.017773341659068125, 1.0, 1.0097775878822577
2457862.8861359195, 0.045214555714506666, 0.995301865324144, 0.017773001997482805, 1.0, 1.0105864838256773
2457862.8882052535, 0.0467988120756887, 0.9808938569720516, 0.01777267861199005, 1.0, 1.0113572351642028
2457862.8902862193, 0.04839197356231145, 0.948564538162595, 0.01777236180758639, 1.0, 1.012112884873596
2457862.8923788057, 0.049994031618267265, 0.963615466500085, 0.01777205267240654, 1.0, 1.012850799014443
2457862.8944594013, 0.05158690968382729, 0.9699916075950062, 0.017771755118739033, 1.0, 1.0135615880442816
2457862.896540089, 0.05317985833727468, 0.9943551791509799, 0.017771468751262627, 1.0, 1.014246138051079
2457862.8986218073, 0.05477359593513931, 0.994405974838261, 0.017771189959140298, 1.0, 1.0149130342364978
2457862.9007141157, 0.05637544115791976, 0.9562133718272483, 0.01777091868999785, 1.0, 1.0155623657318957
2457862.9027934265, 0.057967335627615635, 1.0052241846679333, 0.017770657921793064, 1.0, 1.0161869623178685
2457862.9048723434, 0.05955892849452027, 0.9727495196700999, 0.017770407309488555, 1.0, 1.016787603947681
2457862.9069630546, 0.06115955090692954, 1.001864212177321, 0.017770162881180523, 1.0, 1.0173737745712474
2457862.9090424925, 0.06275154270234884, 1.034043866131045, 0.017769927814543757, 1.0, 1.0179378210657668
2457862.911121838, 0.06434346355337633, 1.0139275295860668, 0.017769702593574153, 1.0, 1.0184785430556027
2457862.913213, 0.0659444314186281, 1.0119876347186403, 0.01776948323318528, 1.0, 1.0190054773705497
2457862.9152920907, 0.06753615726170425, 0.9945053887345094, 0.017769272959114416, 1.0, 1.0195108471059549
2457862.917373959, 0.06913000965401189, 1.0029697579638202, 0.017769071489758797, 1.0, 1.0199952964381003
2457862.9194648555, 0.07073077395520483, 1.0005265075621732, 0.01776887593877957, 1.0, 1.0204657399677108
2457862.921543691, 0.07232230443382515, 1.0126416608859368, 0.017768689170795885, 1.0, 1.0209152613662371
2457862.9236227814, 0.07391403027690135, 0.9897163582932941, 0.017768511198602167, 1.0, 1.0213438013167004
2457862.925713805, 0.07551489190381766, 1.030157881314038, 0.017768338502555433, 1.0, 1.0217598128810856
2457862.9277938674, 0.07710736177174649, 1.019752227547851, 0.017768174237892863, 1.0, 1.0221556748809342
2457862.9298733165, 0.07869936212327333, 1.0076703297054692, 0.01776801810745339, 1.0, 1.0225320797461197
2457862.931964861, 0.0803006226787043, 1.014248837432228, 0.017767867505169985, 1.0, 1.0228952916042295
2457862.934043523, 0.0818920201811531, 1.0174767992138731, 0.01776772491755822, 1.0, 1.0232392959858765
2457862.9361233544, 0.08348431322285915, 1.0219753446597553, 0.0177675900427928, 1.0, 1.023564801503114
2457862.938204366, 0.08507750964692107, 1.0254529958464456, 0.017767461460095002, 1.0, 1.0238752205178023
2457862.9402959794, 0.08667882296501528, 0.9976998359761363, 0.01776733904231519, 1.0, 1.0241708460105452
2457862.942375116, 0.08827058410203514, 0.994640081602998, 0.01776722472596533, 1.0, 1.024446986349471
2457862.944465537, 0.08987098441215252, 1.008941787870033, 0.01776711594123221, 1.0, 1.0247098354103168
2457862.946544072, 0.09146228494538239, 0.9805199029495397, 0.017767014660507265, 1.0, 1.0249546151229298
2457862.948623023, 0.09305390383711415, 1.0159089978452172, 0.017766920497351173, 1.0, 1.0251822464867149
2457862.950713236, 0.09465414478972833, 1.0037488202318854, 0.01776683190102022, 1.0, 1.0253964677889962
2457862.952793819, 0.09624701322966739, 0.9978315701760103, 0.017766750297128275, 1.0, 1.0255938222875414
2457862.954884495, 0.09784760890424055, 1.0137698562923265, 0.017766675263012982, 1.0, 1.0257753224648514
2457862.956964511, 0.09944004312172122, 1.0046336041221315, 0.017766606681832102, 1.0, 1.0259412423917218
